Tarzán de los Monos,ER,Aventura,Mar 2012,1683,N/A
Tres-X ,RB,Ciencia Ficción,Mar 2012,1228,48
La sirena,RB,Aventura,Mar 2012,848,N/A
Adiós Tierra,Álvaro Cotes Córdoba,Ciencia Ficción,Mar 2012,19711,26
Un atardecer en Granada,Miguel Cruz,"Humor, Comedia",Mar 2012,852,17
El ser de un policía,Sabino Alfredo Gallone,Aventura,Mar 2012,1165,136
Un funcionario,Vicente Blasco Ibañez.,Novela Juvenil,Mar 2012,261,4
La apuesta de Esparrellón,Vicente Blasco Ibañez.,Clásicos: Novelas y Cuentos,Mar 2012,331,1
En la boca del horno,Vicente Blasco Ibañez.,Clásicos: Novelas y Cuentos,Mar 2012,382,4
El barón rampante,Italo Calvino,Ficción Contemporánea,Mar 2012,2214,N/A
El secreto ,WC,Novela Misterio,Apr 2012,3208,N/A
El Vagabundo ,JL,Aventura,Mar 2012,1396,153
El Cañadón ,JL,Aventura,Mar 2012,781,13
Colmillo ,JL,Novela Juvenil,Mar 2012,4182,145
Misterio o Realidad Evidente. ¿Usted que  cree?,Xu Chimá Pérez,Ciencia Ficción,Mar 2012,829,65
El vengador de Perdondaris,Lord Dunsany,Aventura,Mar 2012,444,11
La Angustiosa Historia de Thangobrind el Joyero,Lord Dunsany,Novela Juvenil,Mar 2012,255,3
Cruz del Eje,juan josé helvecio álvarez carro,Aventura,Mar 2012,1266,336
Dioses ,ER,Ciencia Ficción,Mar 2012,4570,N/A
El Indómito,ER,Novela Juvenil,Mar 2012,1361,N/A
En Busca de la Ciudad del sol Poniente,H.P.  Lovecraft,Aventura,Apr 2012,1403,83
Cuaderno de Viajes,Raul Ceruti,Aventura,Apr 2012,700,157
Rebeldes,José Ignacio Núñez (Chetxu).,Novela Juvenil,Apr 2012,390,69
El Diamante Número Setenta y Cuatro,Edgar Wallace,Aventura,Apr 2012,1070,N/A
La Sexta ,PS,Aventura,Apr 2012,978,411
Los Hermanos ,RK,Aventura,Apr 2012,598,25
Los Constructores de Puentes,RK,Aventura,Apr 2012,540,116
Kim,Rudyard Kipling.,Aventura,Apr 2012,563,N/A
El libro de las Tierras Vírgenes,Rudyard Kipling,Aventura,Apr 2012,1225,205
El Libro de la Selva,RK,Aventura,Apr 2012,1381,N/A
Odisea en Marte,Stanley G. Weinbaum,Ciencia Ficción,May 2012,479,41
El planeta de los Parásitos,Stanley G. Weinbaum,Ciencia Ficción,May 2012,315,36
El baúl de la tía Berta,Catalina Gómez Parrado,Aventura,May 2012,4371,374
Alive Game,Catalina Gómez Parrado,Aventura,May 2012,2692,16
Hundimiento del  Titanic,Sergio,Aventura,May 2012,456,61
Poli,Javier Mier Prado,Aventura,Apr 2012,773,201
Los Quiebra Prisiones,Edgar Wallace,Aventura,Apr 2012,486,N/A
La Flecha ,Robertenson.,Aventura,Apr 2012,1874,N/A
El Diablo de la Botella,Robert Louis Stevenson.,Aventura,Apr 2012,1361,N/A
Lemoine y los Falsos Diamantes,Carlos Maza Gómez,Aventura,Apr 2012,535,98
1769. Viaje Místico,Cristobal Ainoza Rodriguez,Ciencia Ficción,May 2012,4363,374
El Cuento del Humano que Nunca Existió,Cristobal Ainoza Rodriguez,Ficción Contemporánea,May 2012,721,15
Accidente ,Thonn,Aventura,May 2012,4923,N/A
Palabras por mi voz,Iveth Merino,Romance,May 2012,1275,40
La isla del Cráneo Azul,Sergio Vladimir Luna,Aventura,May 2012,587,34
Brujas y Buques. Estravaganza en Ciclo,Carlos Duro,Ciencia Ficción,May 2012,1838,399
El alce,Edgar Allan Poe,Clásicos: Novelas y Cuentos,May 2012,1341,N/A
Conan de Aquilonia,Robert E. Howard,Aventura,May 2012,2482,76
Los infiernos ,Abraham,Novela Misterio,May 2012,627,75
El estanque ,Abraham,Novela Misterio,May 2012,1061,N/A
Diarios de Kurt Cobain,Kurtobain,"Arte, Música, Teatro",Oct 2013,1231,309
Los Justos,AC,"Arte, Música, Teatro",Oct 2013,368,140
El Primer Hombre,A C,"Arte, Música, Teatro",Oct 2013,525,149
Barrios de Costa Rica,Ministerio de Cultura,Estudios Latinoamericanos,Sep 2013,616,119
Manual de Iluminación,Manuel Martín Monroy,"Lecturas, Cursos Universitarios",Sep 2013,922,104
Educación Básica Secundaria. Artes,"Secretaría de Educación Pública,  Argentina",Libros y Manuales: Secundaria,Sep 2013,360,188
Curso Completo de Solfeo,Geronimo Baqueiro Foster,"Arte, Música, Teatro",Sep 2013,2304,1
Antologia: Simplemente Silvio,Silvio Rodríguez,"Arte, Música, Teatro",Sep 2013,1029,1
Antologia: Silvio Rodríguez,Silvio Rodríguez,"Arte, Música, Teatro",Sep 2013,764,1
Antologia: Alejandro Sanz,Alejandro Sanz,"Arte, Música, Teatro",Sep 2013,356,1
Cancionero de San Sebastían,Parroquia San Sebastían,"Arte, Música, Teatro",Nov 2013,295,18
Entre dos Juventudes,Guadamiro Rancaño López,"Arte, Música, Teatro",Nov 2013,260,84
El Gran EAAAO,Guadamiro Rancaño López,"Arte, Música, Teatro",Nov 2013,149,59
Extraño ,G,"Arte, Música, Teatro",Nov 2013,292,71
Más Allá de las Fronteras,Guadamiro Rancaño López,"Arte, Música, Teatro",Nov 2013,195,94
Aprender a Dibujar Comic,Varios Autores,"Autoayuda, Referencia",Nov 2013,1448,112
Diseñar Webs con Photoshop,Sofía Escudero,Mundo Digital,Oct 2013,562,1
Diseñando con las Manos,Varios Autores,"Arte, Música, Teatro",Oct 2013,899,185
Como Componer Melodias,Rikky Rooksby,"Arte, Música, Teatro",Oct 2013,1761,1
¿Cómo Componer Canciones? (Ensayo),Anónimo,"Autoayuda, Referencia",Oct 2013,654,18
La Realidad del Punk,Artereo,"Arte, Música, Teatro",Mar 2014,195,65
Entrelazadas,J.J,"Arte, Música, Teatro",Jan 2014,321,116
Tragedias,Esquilo,"Arte, Música, Teatro",Nov 2013,644,170
El Complejo de Stonehenge,National Geographic,"Historia, Geografía, Ciencias Políticas",Nov 2013,493,44
La Tumba de Tutankamon,Grandes Enigmas de la Historia,"Historia, Geografía, Ciencias Políticas",Nov 2013,1510,44
Cancionero Popular Infantil,Anónimo,"Arte, Música, Teatro",Nov 2013,645,5
Coro del Divino Niño Jesús,Anónimo,"Arte, Música, Teatro",Nov 2013,54,27
Cantos con Voz. Cancionero para Animadores,pastoral@dbp.org.ar.,"Arte, Música, Teatro",Nov 2013,434,424
Canciones para el Aula,EDIBA,"Arte, Música, Teatro",Nov 2013,729,18
Cancionero de Navidad,El Cuatro Venezolano,"Arte, Música, Teatro",Nov 2013,199,224
Diasi Diano,Jose Agustin Hernandez Hernandez,Ciencia Ficción,Jul 2013,203,6
Comunicación Digital. La Revolución Permanente,Franco Piccato,Mundo Digital,Jul 2013,920,119
Comunicación Digital y Redes Sociales para el Activismo y la Incidencia Política.,Myron Tom y Leonor Zuniga,Mundo Digital,Jul 2013,468,20
Comunicación Digital. Las Prácticas de los Usuarios en la Web 2.0.,Leticia Giaccaglia,Mundo Digital,Jul 2013,790,158
Identidad Digital y Reputación Online,Publicaciones Evoca,Mundo Digital,Jul 2013,614,50
Introducción a la Computación,Carlos ,Mundo Digital,Jul 2013,1251,102
Manual de Computación de Microsoft,Universidad de Guadalajara,Mundo Digital,Jul 2013,1774,22
Historia y Componentes de la Computadora,Thaydis Tovar,Mundo Digital,Jul 2013,430,25
"Todo Está en Venta. Globalización, Internet y Derechos Humanos",Carlos Sánchez Almeida,Ciencias Sociales,Jul 2013,220,N/A
Guiones de Pruebas de Carga Eficaces de Manera muy Rapida y Segura,Agile Load,Mundo Digital,Jun 2013,68,15
Programación de Videojuegos con SDL,Alberto García Serrano,Mundo Digital,Sep 2013,1119,155
Antología Legislación Informática,Juan Jesús Arteaga Arenas,Mundo Digital,Sep 2013,1352,118
Algoritmos Resueltos,Varios Especialistas,"Lecturas, Cursos Universitarios",Sep 2013,1826,18
Manual de Algoritmo,Varios Especialistas,Mundo Digital,Sep 2013,1286,53
Aprenda Java Como si Estuviera en Primero,Universidad de Navarra,Mundo Digital,Aug 2013,1889,163
Dibujar Polígonos en Computadora,Anónimo,"Arte, Música, Teatro",Aug 2013,374,24
¿Cómo Hacer un un PDF?,Adobe Illustrator,Mundo Digital,Aug 2013,404,9
Introducción al Software Libre,"Jesús González Barahona,  Joaquín Seoane, ",Mundo Digital,Aug 2013,661,348
Programación Java. Volumen 1,Anónimo.,Mundo Digital,Aug 2013,1204,1053
Manual Tutorial Java Básico,Anónimo,Mundo Digital,Aug 2013,11368,N/A
Photoshop CS4 Superfácil,E Córdoba,Mundo Digital,Oct 2013,363,87
Photoshop CS2,Adobe,Mundo Digital,Oct 2013,226,748
Bases para la Discusión y Construcción de Manuales de Redacción ‘Online’. Cómo Escribir para la Web?,Guillermo Franco,"Lecturas, Cursos Universitarios",Oct 2013,332,221
Electrónica Digital,Electrónica Digital ,Mundo Digital,Oct 2013,2128,124
Novela Digital. (Primer Premio Bubok),Juan Julián Merelo Guervós,Clásicos: Novelas y Cuentos,Oct 2013,840,204
Pasos Básicos para Bajar Peliculas por Internet.,Anónimo,Mundo Digital,Sep 2013,592,1
Aprendiendo a Programar,Peter Abel,Mundo Digital,Sep 2013,1881,398
Definición de Placa Madre,Anónimo,Mundo Digital,Sep 2013,186,44
"Placa Madre, generalidades",Miriam Vallejos Cavero,Mundo Digital,Sep 2013,153,23
Placa Madre,Anónimo,Mundo Digital,Sep 2013,503,31
Como Solucionar los Problemas mas Comunes de mi Pc,Yvonne Avendaño,Libros y Manuales: Secundaria,Nov 2013,1816,44
Manual de Computación Básica para Niños,Universidad de la Salle,Mundo Digital,Nov 2013,3142,30
Taller de Informática. Guía para el Docente,Santillana,Mundo Digital,Nov 2013,2696,28
Mi Primer Curso de Computación,Anónimo,Mundo Digital,Nov 2013,577,20
Computación para Niños,"Tim Bell, Ian H. Witten y Mike Fellows",Mundo Digital,Nov 2013,1159,20
Diseñar Webs con Photoshop,Sofía Escudero,Mundo Digital,Oct 2013,562,1
Photoshop CS4 - Curso Practico,"E. Cordoba, C. Gonzalez, C. Cordoba",Mundo Digital,Oct 2013,182,40
Manual de Photoshop CS8,Adobe,Mundo Digital,Oct 2013,613,803
Crea tu Tarjeta Personal en Línea,Anónimo,Mundo Digital,Oct 2013,413,123
Photoshop CS5 Curso Práctico,E Córdoba,Mundo Digital,Oct 2013,1224,50
Nociones Basicas de Python,Miguel Iván Bobadilla,"Lecturas, Cursos Universitarios",Nov 2014,1121,47
Curso de Photoshop para Fotógrafos,Álvaro Postigo Armendáriz,Fotografía,Oct 2014,4573,96
Inducción al Photoshop CS6,Adobe,Mundo Digital,Oct 2014,1452,33
Diccionario de Informática e Internet,Anónimo,Libros y Manuales: Secundaria,Sep 2014,1234,18
Mis Whatsapp con Mamá,Alban Orsini,"Humor, Comedia",Sep 2014,5145,387
Conociendo a tu PC,luis vazquez,Mundo Digital,Aug 2014,1042,50
E-Cerebro: Paz Revolucion,Artereo,Mundo Digital,Aug 2014,100,94
Misterios del Excel,Matos Luis,Mundo Digital,Aug 2014,1867,98
E-Cerebro,Artereo,Mundo Digital,Jun 2014,135,95
Tecnología,Antonio,Libros y Manuales: Secundaria,Dec 2013,268,10
Diarios de Viajes: Formentera,Sirinx,"Viajes, Guías",Jun 2017,183,21
Los Fantasmas de Roma,Paloma Gómez Borrero,"Viajes, Guías",May 2017,387,N/A
India. 20 Días de Experiencias,imma973,"Viajes, Guías",Apr 2017,187,142
Roma Antigua,P. Gonzalez S,"Viajes, Guías",Mar 2017,455,N/A
Guía Completa para Disfrutar Murcia,hotelenmurcia.es,"Viajes, Guías",Jan 2017,193,33
'Una Odisea en Rusia',Francisco Ramírez,"Viajes, Guías",Aug 2016,165,155
Secretos de la Manigua,Sandra Jaramillo,Aventura,Jul 2015,408,24
Turismo Alternativo,Giovanny Preza,"Viajes, Guías",Mar 2015,933,30
Betanzos,Carlos Maza,"Viajes, Guías",Nov 2014,120,138
Pontevedra,Carlos Maza,"Viajes, Guías",Oct 2014,251,212
Japón visto por viajeras,imma973,"Viajes, Guías",Mar 2019,127,N/A
El Mar,Jules Michelet,Aventura,Aug 2011,5744,N/A
Un Viaje de Novios,Emilia Pardo Bazán,"Viajes, Guías",Aug 2011,3025,110
Los Cuentos de Alhambra Precedidos de un Viaje en la Provincia de Granada,Irving Washington,Ficción Contemporánea,Nov 2011,540,156
Cartas de Roma,Yolanda Pinto,Ficción Contemporánea,Jun 2018,177,N/A
Egipcios,Issac A.,"Historia, Geografía, Ciencias Políticas",Mar 2018,624,N/A
Roma,E.Gonzalez,"Historia, Geografía, Ciencias Políticas",Mar 2018,128,N/A
Los sabios de Egipto,Cristian Jaq,"Historia, Geografía, Ciencias Políticas",Jan 2018,333,N/A
Las aventuras y desaventuras de un italiano,Salvatore Cascio,Novela Histórica,Nov 2017,101,80
Madrid en Una Jornada,Juan A. Ruiz,"Viajes, Guías",Sep 2017,379,125
Embarazo y Ejercicio,Rubén ,"Salud, Deportes",Feb 2012,3270,20
Ejercicios para Niños Asmáticos,Colegio Mexicano de Pediatras,"Salud, Deportes",Feb 2012,565,3
Ejercicio para Diabéticos,Biblioteca de la Sociedad Española de Diabetes,"Salud, Deportes",Feb 2012,2576,128
Ejercicio Regular y Reducción Ansiedad en Jóvenes,"Manuel Gutiérrez Calvo*, Orlando Espino*, David L.","Salud, Deportes",Feb 2012,769,10
Blefaroplastia,Roman,"Salud, Deportes",Nov 2011,686,1
Reinaldo Vera: Gran Maestro del Ajedrez Cubano,Nibaldo Calvo ,"Salud, Deportes",Aug 2011,1339,61
Un día Después de la Revolución,Luigipoe,Ficción Contemporánea,Oct 2017,135,N/A
Misericordia,Benito Perez Galdós,"Religión, Espiritualidad",Oct 2017,81,N/A
Los diez principios del liderazgo ,MARLON CARPIO S.,"Religión, Espiritualidad",Oct 2017,371,30
Manual del Espiritista,Bóveda Espiritual,Despertar Espiritual,Oct 2017,256,N/A
La Fuerza del Espíritu,W. Dyer,Despertar Espiritual,Oct 2017,1152,N/A
Ciencia Espiritual del Yoga,Rogur Yamanana,Despertar Espiritual,Sep 2017,393,N/A
Inteligencia espiritual,Dana Zohar,Despertar Espiritual,Sep 2017,493,N/A
Tus Numeros Ganadores. Astrología y Juegos de Azar,Marcos Nahuel,"Religión, Espiritualidad",Sep 2017,258,31
Vida de Cristo en la Tierra,Andrea Castrillon,"Religión, Espiritualidad",Sep 2017,295,5
Hacer lo que el Espíritu Santo Quiere,José Torres,"Religión, Espiritualidad",Aug 2017,408,12
Jesucristo que no Conocei,Felipe Yancy,"Religión, Espiritualidad",Dec 2017,373,N/A
Reflexiones acerca de la Santería en Cuba,Geobanys Valle Rojas,"Religión, Espiritualidad",Nov 2017,215,121
Introducción a la Teología del Matrimonio,Henri Rondent,"Religión, Espiritualidad",Nov 2017,203,N/A
"Triple Combinación LDS (Libro de Mormón, Doctrina y Convenios, Perla de Gran Precio)",La Iglesia de Jesucristo de los Santos de los Últi,"Religión, Espiritualidad",Nov 2017,85,1377
Los Pájaros del fin del Mundo,Polanía Rodriguez,"Religión, Espiritualidad",Nov 2017,179,N/A
Amor en las Venas,Cristina B.,"Religión, Espiritualidad",Nov 2017,476,N/A
Alucinaciones por un Cielo y Otros Relatos,Rusvelt Nivia Castellanos,Ficción Contemporánea,Nov 2017,47,N/A
Los Extraterrestres Somos Personas Honradas,EM Ariza,"Humor, Comedia",Nov 2017,320,N/A
Rwanda,Bruno Ruiz,Ficción Contemporánea,Nov 2017,222,109
A Veces Llegan Cartas,Luigipoe,Ficción Contemporánea,Oct 2017,341,N/A
La Conspiracion Del Angel Gabriel,David Canga Corozo,"Religión, Espiritualidad",Feb 2018,1020,2777
Otro día más...,Sebastián Seimar,"Autoayuda, Referencia",Jan 2018,316,94
Confucio. Los cuatro libros,Confucio,"Religión, Espiritualidad",Jan 2018,1219,N/A
Diálogo sobre la religión natural,David Hume,"Religión, Espiritualidad",Jan 2018,396,N/A
El origen de la Biblia,Filip Wesly,"Religión, Espiritualidad",Jan 2018,925,N/A
Hacia una teología del Antiguo Testamento,Walter K.,"Religión, Espiritualidad",Jan 2018,448,N/A
Cuentos,Rosario G.,Clásicos: Novelas y Cuentos,Dec 2017,226,N/A
Depresión del espíritu,Martin J.,"Religión, Espiritualidad",Dec 2017,264,N/A
Operación Jesucristo: Y al tercer dí,Og Mandino,"Religión, Espiritualidad",Dec 2017,888,N/A
Agua para los Sedientos,T.D. Jakes,"Religión, Espiritualidad",Dec 2017,298,N/A
